SITEGRID_ID,STATION_ID,OBS_DATE,OBS_TIME,SAMPLE_DISTANCE,PROBE_DEPTH,SOIL_TEMP,TOTAL_IMPEDANCE,FIFE_DATA_CRTFCN_CODE,LAST_REVISION_DATE,source_file,cluster
4609-IPU,17,1987-05-24,2003,,10,25.4,368.75,PRE,08-DEC-88,7144mult.sim,1.0
4609-IPU,17,1987-05-24,2005,,5,26.1,237.44,PRE,08-DEC-88,7144mult.sim,0.0
8639-IPU,21,1987-05-24,1808,,10,22.5,329.69,PRE,08-DEC-88,7144mult.sim,1.0
8639-IPU,21,1987-05-24,1808,,5,22.7,495.96,PRE,08-DEC-88,7144mult.sim,0.0
4268-IPU,32,1987-05-25,2051,,10,26.3,374.33,PRE,08-DEC-88,7145mult.sim,1.0
4268-IPU,32,1987-05-25,2053,,5,26.9,338.79,PRE,08-DEC-88,7145mult.sim,0.0
4609-IPU,17,1987-05-25,1601,,5,19.9,166.01,PRE,08-DEC-88,7145mult.sim,0.0
4609-IPU,17,1987-05-25,1603,,10,19.3,324.67,PRE,08-DEC-88,7145mult.sim,1.0
8639-IPU,21,1987-05-25,1653,,10,20.2,317.16,PRE,08-DEC-88,7145mult.sim,1.0
8639-IPU,21,1987-05-25,1653,,5,21.9,210.02,PRE,08-DEC-88,7145mult.sim,0.0
2731-IPU,1,1987-05-26,1724,,10,23.9,188.52,PRE,08-DEC-88,7146mult.sim,1.0
2731-IPU,1,1987-05-26,1726,,5,24.8,216.09,PRE,08-DEC-88,7146mult.sim,0.0
4439-IPU,11,1987-05-26,1511,,10,22.8,237.89,PRE,08-DEC-88,7146mult.sim,1.0
4439-IPU,11,1987-05-26,1513,,5,23.1,209.78,PRE,08-DEC-88,7146mult.sim,0.0
4609-IPU,17,1987-05-26,2117,,5,23.9,196.78,PRE,08-DEC-88,7146mult.sim,0.0
4609-IPU,17,1987-05-26,2119,,10,23.6,329.79,PRE,08-DEC-88,7146mult.sim,1.0
8639-IPU,21,1987-05-26,2030,,10,24.1,296.27,PRE,08-DEC-88,7146mult.sim,1.0
8639-IPU,21,1987-05-26,2030,,5,25.2,253.66,PRE,08-DEC-88,7146mult.sim,0.0
2731-IPU,1,1987-05-28,1901,,10,21.2,177.6,PRE,08-DEC-88,7148mult.sim,1.0
2731-IPU,1,1987-05-28,1903,,5,22.3,159.62,PRE,08-DEC-88,7148mult.sim,0.0
2840-IPU,883,1987-05-28,1600,2015.0,3,,198.33,PRE,19-SEP-89,7148mult.sim,
2840-IPU,883,1987-05-28,1605,1965.0,3,,238.62,PRE,19-SEP-89,7148mult.sim,
2840-IPU,883,1987-05-28,1610,1915.0,3,,306.12,PRE,19-SEP-89,7148mult.sim,
2840-IPU,883,1987-05-28,1615,1865.0,3,,283.93,PRE,19-SEP-89,7148mult.sim,
2840-IPU,883,1987-05-28,1620,1815.0,3,,214.73,PRE,19-SEP-89,7148mult.sim,
2840-IPU,883,1987-05-28,1625,1765.0,3,,171.65,PRE,19-SEP-89,7148mult.sim,
2840-IPU,883,1987-05-28,1631,1715.0,3,,138.37,PRE,19-SEP-89,7148mult.sim,
2840-IPU,883,1987-05-28,1635,1665.0,3,,185.97,PRE,19-SEP-89,7148mult.sim,
2840-IPU,883,1987-05-28,1640,1615.0,3,,273.06,PRE,19-SEP-89,7148mult.sim,
2840-IPU,883,1987-05-28,1645,1580.0,3,,146.01,PRE,19-SEP-89,7148mult.sim,
2840-IPU,883,1987-05-28,1649,1552.0,3,,204.46,PRE,19-SEP-89,7148mult.sim,
2840-IPU,883,1987-05-28,1655,1517.0,3,,128.46,PRE,19-SEP-89,7148mult.sim,
2840-IPU,883,1987-05-28,1700,1467.0,3,,172.87,PRE,19-SEP-89,7148mult.sim,
2840-IPU,883,1987-05-28,1704,1417.0,3,,134.02,PRE,19-SEP-89,7148mult.sim,
2840-IPU,883,1987-05-28,1709,1367.0,3,,135.48,PRE,19-SEP-89,7148mult.sim,
2940-IPU,884,1987-05-28,1714,1395.0,3,,148.96,PRE,19-SEP-89,7148mult.sim,
2940-IPU,884,1987-05-28,1719,1445.0,3,,155.06,PRE,19-SEP-89,7148mult.sim,
2940-IPU,884,1987-05-28,1723,1495.0,3,,169.43,PRE,19-SEP-89,7148mult.sim,
2940-IPU,884,1987-05-28,1727,1545.0,3,,178.6,PRE,19-SEP-89,7148mult.sim,
2940-IPU,884,1987-05-28,1733,1595.0,3,,167.2,PRE,19-SEP-89,7148mult.sim,
2940-IPU,884,1987-05-28,1739,1645.0,3,,142.24,PRE,19-SEP-89,7148mult.sim,
2940-IPU,884,1987-05-28,1745,1695.0,3,,135.09,PRE,19-SEP-89,7148mult.sim,
2940-IPU,884,1987-05-28,1755,1730.0,3,,172.41,PRE,19-SEP-89,7148mult.sim,
2940-IPU,884,1987-05-28,1801,1780.0,3,,185.67,PRE,19-SEP-89,7148mult.sim,
2940-IPU,884,1987-05-28,1805,1830.0,3,,180.52,PRE,19-SEP-89,7148mult.sim,
2940-IPU,884,1987-05-28,1824,1930.0,3,,162.39,PRE,19-SEP-89,7148mult.sim,
2940-IPU,884,1987-05-28,1829,1980.0,3,,334.31,PRE,19-SEP-89,7148mult.sim,
2940-IPU,884,1987-05-28,1834,2030.0,3,,178.01,PRE,19-SEP-89,7148mult.sim,
2940-IPU,884,1987-05-28,1842,2072.0,3,,345.27,PRE,19-SEP-89,7148mult.sim,
2940-IPU,884,1987-05-28,1846,2114.0,3,,151.72,PRE,19-SEP-89,7148mult.sim,
4439-IPU,11,1987-05-28,2336,,10,22.5,184.18,PRE,08-DEC-88,7148mult.sim,1.0
4439-IPU,11,1987-05-28,2338,,5,22.8,170.7,PRE,08-DEC-88,7148mult.sim,0.0
4609-IPU,17,1987-05-28,2248,,10,22.1,195.28,PRE,08-DEC-88,7148mult.sim,1.0
4609-IPU,17,1987-05-28,2248,,5,22.6,231.54,PRE,08-DEC-88,7148mult.sim,0.0
8639-IPU,21,1987-05-28,2215,,10,22.3,165.92,PRE,08-DEC-88,7148mult.sim,1.0
8639-IPU,21,1987-05-28,2215,,5,23.7,163.52,PRE,08-DEC-88,7148mult.sim,0.0
2731-IPU,1,1987-05-29,1903,,10,22.6,206.06,PRE,08-DEC-88,7149mult.sim,1.0
2731-IPU,1,1987-05-29,1905,,5,23.9,164.82,PRE,08-DEC-88,7149mult.sim,0.0
2840-IPU,883,1987-05-29,1604,2015.0,3,,193.82,PRE,19-SEP-89,7149mult.sim,
2840-IPU,883,1987-05-29,1607,1965.0,3,,183.7,PRE,19-SEP-89,7149mult.sim,
2840-IPU,883,1987-05-29,1611,1915.0,3,,5494.79,PRE,19-SEP-89,7149mult.sim,
2840-IPU,883,1987-05-29,1621,1865.0,3,,263.33,PRE,19-SEP-89,7149mult.sim,
2840-IPU,883,1987-05-29,1626,1815.0,3,,215.79,PRE,19-SEP-89,7149mult.sim,
2840-IPU,883,1987-05-29,1630,1765.0,3,,173.94,PRE,19-SEP-89,7149mult.sim,
2840-IPU,883,1987-05-29,1635,1715.0,3,,144.22,PRE,19-SEP-89,7149mult.sim,
2840-IPU,883,1987-05-29,1640,1665.0,3,,174.89,PRE,19-SEP-89,7149mult.sim,
2840-IPU,883,1987-05-29,1645,1615.0,3,,162.28,PRE,19-SEP-89,7149mult.sim,
2840-IPU,883,1987-05-29,1650,1580.0,3,,135.59,PRE,19-SEP-89,7149mult.sim,
2840-IPU,883,1987-05-29,1654,1552.0,3,,771.54,PRE,19-SEP-89,7149mult.sim,
2840-IPU,883,1987-05-29,1700,1517.0,3,,128.73,PRE,19-SEP-89,7149mult.sim,
2840-IPU,883,1987-05-29,1705,1467.0,3,,165.42,PRE,19-SEP-89,7149mult.sim,
2840-IPU,883,1987-05-29,1710,1417.0,3,,126.65,PRE,19-SEP-89,7149mult.sim,
2840-IPU,883,1987-05-29,1715,1367.0,3,,152.82,PRE,19-SEP-89,7149mult.sim,
2940-IPU,884,1987-05-29,1732,1395.0,3,,168.03,PRE,19-SEP-89,7149mult.sim,
2940-IPU,884,1987-05-29,1737,1445.0,3,,169.65,PRE,19-SEP-89,7149mult.sim,
2940-IPU,884,1987-05-29,1743,1495.0,3,,184.33,PRE,19-SEP-89,7149mult.sim,
2940-IPU,884,1987-05-29,1749,1545.0,3,,176.41,PRE,19-SEP-89,7149mult.sim,
2940-IPU,884,1987-05-29,1756,1595.0,3,,185.59,PRE,19-SEP-89,7149mult.sim,
2940-IPU,884,1987-05-29,1800,1645.0,3,,146.26,PRE,19-SEP-89,7149mult.sim,
2940-IPU,884,1987-05-29,1810,1695.0,3,,149.44,PRE,19-SEP-89,7149mult.sim,
2940-IPU,884,1987-05-29,1816,1730.0,3,,187.9,PRE,19-SEP-89,7149mult.sim,
2940-IPU,884,1987-05-29,1821,1780.0,3,,206.01,PRE,19-SEP-89,7149mult.sim,
2940-IPU,884,1987-05-29,1828,1830.0,3,,286.41,PRE,19-SEP-89,7149mult.sim,
2940-IPU,884,1987-05-29,1834,1930.0,3,,207.33,PRE,19-SEP-89,7149mult.sim,
2940-IPU,884,1987-05-29,1839,1980.0,3,,302.38,PRE,19-SEP-89,7149mult.sim,
2940-IPU,884,1987-05-29,1843,2030.0,3,,184.7,PRE,19-SEP-89,7149mult.sim,
2940-IPU,884,1987-05-29,1848,2072.0,3,,279.5,PRE,19-SEP-89,7149mult.sim,
2940-IPU,884,1987-05-29,1853,2114.0,3,,204.83,PRE,19-SEP-89,7149mult.sim,
4268-IPU,32,1987-05-29,2153,,10,22.5,155.37,PRE,08-DEC-88,7149mult.sim,1.0
4268-IPU,32,1987-05-29,2156,,5,23.8,173.88,PRE,08-DEC-88,7149mult.sim,0.0
4439-IPU,11,1987-05-29,2218,,10,23.0,194.75,PRE,08-DEC-88,7149mult.sim,1.0
4439-IPU,11,1987-05-29,2220,,5,24.8,177.17,PRE,08-DEC-88,7149mult.sim,0.0
4609-IPU,17,1987-05-29,2321,,10,23.0,246.84,PRE,08-DEC-88,7149mult.sim,1.0
4609-IPU,17,1987-05-29,2322,,5,23.8,297.41,PRE,08-DEC-88,7149mult.sim,0.0
8639-IPU,21,1987-05-29,2249,,10,22.6,171.17,PRE,08-DEC-88,7149mult.sim,1.0
8639-IPU,21,1987-05-29,2249,,5,23.7,176.96,PRE,08-DEC-88,7149mult.sim,0.0
2731-IPU,1,1987-05-30,2325,,10,26.3,197.24,PRE,08-DEC-88,7150mult.sim,1.0
2731-IPU,1,1987-05-30,2327,,5,27.9,158.22,PRE,08-DEC-88,7150mult.sim,0.0
2840-IPU,883,1987-05-30,2028,2015.0,3,,212.17,PRE,19-SEP-89,7150mult.sim,
2840-IPU,883,1987-05-30,2032,1965.0,3,,260.21,PRE,19-SEP-89,7150mult.sim,
2840-IPU,883,1987-05-30,2043,1865.0,3,,344.86,PRE,19-SEP-89,7150mult.sim,
2840-IPU,883,1987-05-30,2051,1815.0,3,,42.58,PRE,19-SEP-89,7150mult.sim,
2840-IPU,883,1987-05-30,2057,1765.0,3,,221.88,PRE,19-SEP-89,7150mult.sim,
2840-IPU,883,1987-05-30,2101,1715.0,3,,196.52,PRE,19-SEP-89,7150mult.sim,
2840-IPU,883,1987-05-30,2106,1665.0,3,,249.86,PRE,19-SEP-89,7150mult.sim,
2840-IPU,883,1987-05-30,2112,1615.0,3,,180.09,PRE,19-SEP-89,7150mult.sim,
2840-IPU,883,1987-05-30,2117,1580.0,3,,124.33,PRE,19-SEP-89,7150mult.sim,
2840-IPU,883,1987-05-30,2121,1552.0,3,,244.94,PRE,19-SEP-89,7150mult.sim,
2840-IPU,883,1987-05-30,2126,1517.0,3,,151.3,PRE,19-SEP-89,7150mult.sim,
2840-IPU,883,1987-05-30,2131,1467.0,3,,200.24,PRE,19-SEP-89,7150mult.sim,
2840-IPU,883,1987-05-30,2136,1417.0,3,,139.15,PRE,19-SEP-89,7150mult.sim,
2840-IPU,883,1987-05-30,2141,1367.0,3,,217.06,PRE,19-SEP-89,7150mult.sim,
2940-IPU,884,1987-05-30,2145,1395.0,3,,195.83,PRE,19-SEP-89,7150mult.sim,
2940-IPU,884,1987-05-30,2150,1445.0,3,,198.61,PRE,19-SEP-89,7150mult.sim,
2940-IPU,884,1987-05-30,2157,1495.0,3,,208.3,PRE,19-SEP-89,7150mult.sim,
2940-IPU,884,1987-05-30,2202,1545.0,3,,226.97,PRE,19-SEP-89,7150mult.sim,
2940-IPU,884,1987-05-30,2206,1595.0,3,,199.89,PRE,19-SEP-89,7150mult.sim,
2940-IPU,884,1987-05-30,2212,1645.0,3,,182.41,PRE,19-SEP-89,7150mult.sim,
2940-IPU,884,1987-05-30,2216,1695.0,3,,162.01,PRE,19-SEP-89,7150mult.sim,
2940-IPU,884,1987-05-30,2224,1730.0,3,,183.71,PRE,19-SEP-89,7150mult.sim,
2940-IPU,884,1987-05-30,2229,1780.0,3,,224.55,PRE,19-SEP-89,7150mult.sim,
2940-IPU,884,1987-05-30,2236,1830.0,3,,279.26,PRE,19-SEP-89,7150mult.sim,
2940-IPU,884,1987-05-30,2247,1930.0,3,,199.99,PRE,19-SEP-89,7150mult.sim,
2940-IPU,884,1987-05-30,2251,1980.0,3,,273.47,PRE,19-SEP-89,7150mult.sim,
2940-IPU,884,1987-05-30,2256,2030.0,3,,181.48,PRE,19-SEP-89,7150mult.sim,
2940-IPU,884,1987-05-30,2301,2072.0,3,,282.7,PRE,19-SEP-89,7150mult.sim,
2940-IPU,884,1987-05-30,2307,2114.0,3,,193.19,PRE,19-SEP-89,7150mult.sim,
4268-IPU,32,1987-05-30,1713,,10,19.1,153.82,PRE,08-DEC-88,7150mult.sim,1.0
4268-IPU,32,1987-05-30,1715,,5,21.2,95.36,PRE,08-DEC-88,7150mult.sim,0.0
4439-IPU,11,1987-05-30,1736,,10,21.5,182.49,PRE,08-DEC-88,7150mult.sim,1.0
4439-IPU,11,1987-05-30,1738,,5,25.4,175.55,PRE,08-DEC-88,7150mult.sim,0.0
2731-IPU,1,1987-05-31,1917,,10,24.6,183.7,PRE,08-DEC-88,7151mult.sim,1.0
2731-IPU,1,1987-05-31,1918,,5,26.5,157.68,PRE,08-DEC-88,7151mult.sim,0.0
2840-IPU,883,1987-05-31,2100,2015.0,3,,268.3,PRE,19-SEP-89,7151mult.sim,
2840-IPU,883,1987-05-31,2105,1965.0,3,,389.77,PRE,19-SEP-89,7151mult.sim,
2840-IPU,883,1987-05-31,2112,1915.0,3,,393.45,PRE,19-SEP-89,7151mult.sim,
2840-IPU,883,1987-05-31,2115,1865.0,3,,377.3,PRE,19-SEP-89,7151mult.sim,
2840-IPU,883,1987-05-31,2122,1815.0,3,,435.79,PRE,19-SEP-89,7151mult.sim,
2840-IPU,883,1987-05-31,2126,1765.0,3,,224.5,PRE,19-SEP-89,7151mult.sim,
2940-IPU,884,1987-05-31,2135,1830.0,3,,387.51,PRE,19-SEP-89,7151mult.sim,
2940-IPU,884,1987-05-31,2144,1930.0,3,,193.53,PRE,19-SEP-89,7151mult.sim,
2940-IPU,884,1987-05-31,2148,1980.0,3,,342.48,PRE,19-SEP-89,7151mult.sim,
2940-IPU,884,1987-05-31,2153,2030.0,3,,189.09,PRE,19-SEP-89,7151mult.sim,
2940-IPU,884,1987-05-31,2158,2072.0,3,,353.84,PRE,19-SEP-89,7151mult.sim,
2940-IPU,884,1987-05-31,2201,2114.0,3,,205.08,PRE,19-SEP-89,7151mult.sim,
3040-IPU,885,1987-05-31,2211,2203.0,3,,222.4,PRE,19-SEP-89,7151mult.sim,
3040-IPU,885,1987-05-31,2215,2153.0,3,,210.49,PRE,19-SEP-89,7151mult.sim,
3040-IPU,885,1987-05-31,2220,2103.0,3,,652.44,PRE,19-SEP-89,7151mult.sim,
3040-IPU,885,1987-05-31,2225,2048.0,3,,248.1,PRE,19-SEP-89,7151mult.sim,
3040-IPU,885,1987-05-31,2232,2003.0,3,,403.41,PRE,19-SEP-89,7151mult.sim,
4268-IPU,32,1987-05-31,1835,,10,22.6,157.92,PRE,08-DEC-88,7151mult.sim,1.0
4268-IPU,32,1987-05-31,1836,,5,25.2,95.19,PRE,08-DEC-88,7151mult.sim,0.0
4439-IPU,11,1987-05-31,1810,,10,23.1,195.4,PRE,08-DEC-88,7151mult.sim,1.0
4439-IPU,11,1987-05-31,1811,,5,27.2,184.78,PRE,08-DEC-88,7151mult.sim,0.0
4609-IPU,17,1987-05-31,35,,10,25.2,250.92,PRE,08-DEC-88,7151mult.sim,1.0
4609-IPU,17,1987-05-31,37,,5,25.8,246.37,PRE,08-DEC-88,7151mult.sim,0.0
4609-IPU,17,1987-05-31,1718,,10,21.8,243.64,PRE,08-DEC-88,7151mult.sim,1.0
4609-IPU,17,1987-05-31,1719,,5,23.2,260.22,PRE,08-DEC-88,7151mult.sim,0.0
8639-IPU,21,1987-05-31,100,,10,24.7,470.35,PRE,08-DEC-88,7151mult.sim,1.0
8639-IPU,21,1987-05-31,102,,5,25.2,183.66,PRE,08-DEC-88,7151mult.sim,0.0
8639-IPU,21,1987-05-31,1748,,10,21.6,353.06,PRE,08-DEC-88,7151mult.sim,1.0
8639-IPU,21,1987-05-31,1749,,5,23.7,189.65,PRE,08-DEC-88,7151mult.sim,0.0
2731-IPU,1,1987-06-01,1530,,10,20.8,174.58,PRE,08-DEC-88,7152mult.sim,1.0
2731-IPU,1,1987-06-01,1531,,5,21.5,167.17,PRE,08-DEC-88,7152mult.sim,0.0
2840-IPU,883,1987-06-01,1953,2015.0,3,,316.82,PRE,19-SEP-89,7152mult.sim,
2840-IPU,883,1987-06-01,1956,1965.0,3,,339.67,PRE,19-SEP-89,7152mult.sim,
2840-IPU,883,1987-06-01,1959,1915.0,3,,393.93,PRE,19-SEP-89,7152mult.sim,
2840-IPU,883,1987-06-01,2003,1865.0,3,,567.64,PRE,19-SEP-89,7152mult.sim,
2840-IPU,883,1987-06-01,2006,1815.0,3,,531.04,PRE,19-SEP-89,7152mult.sim,
2840-IPU,883,1987-06-01,2010,1765.0,3,,258.34,PRE,19-SEP-89,7152mult.sim,
2840-IPU,883,1987-06-01,2014,1715.0,3,,197.06,PRE,19-SEP-89,7152mult.sim,
2840-IPU,883,1987-06-01,2020,1665.0,3,,472.78,PRE,19-SEP-89,7152mult.sim,
2840-IPU,883,1987-06-01,2024,1615.0,3,,233.48,PRE,19-SEP-89,7152mult.sim,
2840-IPU,883,1987-06-01,2028,1580.0,3,,180.13,PRE,19-SEP-89,7152mult.sim,
2840-IPU,883,1987-06-01,2032,1552.0,3,,835.52,PRE,19-SEP-89,7152mult.sim,
2840-IPU,883,1987-06-01,2036,1517.0,3,,170.12,PRE,19-SEP-89,7152mult.sim,
2840-IPU,883,1987-06-01,2042,1467.0,3,,243.19,PRE,19-SEP-89,7152mult.sim,
2840-IPU,883,1987-06-01,2046,1417.0,3,,154.16,PRE,19-SEP-89,7152mult.sim,
2840-IPU,883,1987-06-01,2051,1367.0,3,,243.58,PRE,19-SEP-89,7152mult.sim,
2940-IPU,884,1987-06-01,2055,1395.0,3,,210.19,PRE,19-SEP-89,7152mult.sim,
2940-IPU,884,1987-06-01,2100,1445.0,3,,217.47,PRE,19-SEP-89,7152mult.sim,
2940-IPU,884,1987-06-01,2105,1495.0,3,,243.11,PRE,19-SEP-89,7152mult.sim,
2940-IPU,884,1987-06-01,2110,1545.0,3,,208.7,PRE,19-SEP-89,7152mult.sim,
2940-IPU,884,1987-06-01,2115,1595.0,3,,239.6,PRE,19-SEP-89,7152mult.sim,
2940-IPU,884,1987-06-01,2120,1645.0,3,,261.88,PRE,19-SEP-89,7152mult.sim,
2940-IPU,884,1987-06-01,2125,1695.0,3,,189.72,PRE,19-SEP-89,7152mult.sim,
2940-IPU,884,1987-06-01,2131,1730.0,3,,211.48,PRE,19-SEP-89,7152mult.sim,
2940-IPU,884,1987-06-01,2135,1780.0,3,,324.15,PRE,19-SEP-89,7152mult.sim,
2940-IPU,884,1987-06-01,2156,1830.0,3,,314.48,PRE,19-SEP-89,7152mult.sim,
2940-IPU,884,1987-06-01,2206,1930.0,3,,245.15,PRE,19-SEP-89,7152mult.sim,
2940-IPU,884,1987-06-01,2211,1980.0,3,,322.13,PRE,19-SEP-89,7152mult.sim,
2940-IPU,884,1987-06-01,2215,2030.0,3,,222.66,PRE,19-SEP-89,7152mult.sim,
2940-IPU,884,1987-06-01,2220,2072.0,3,,390.31,PRE,19-SEP-89,7152mult.sim,
2940-IPU,884,1987-06-01,2224,2114.0,3,,249.11,PRE,19-SEP-89,7152mult.sim,
3040-IPU,885,1987-06-01,2233,2203.0,3,,278.75,PRE,19-SEP-89,7152mult.sim,
3040-IPU,885,1987-06-01,2236,2153.0,3,,235.18,PRE,19-SEP-89,7152mult.sim,
3040-IPU,885,1987-06-01,2240,2103.0,3,,352.56,PRE,19-SEP-89,7152mult.sim,
4268-IPU,32,1987-06-01,1346,,10,19.7,163.87,PRE,08-DEC-88,7152mult.sim,1.0
4268-IPU,32,1987-06-01,1347,,5,19.6,182.6,PRE,08-DEC-88,7152mult.sim,0.0
4439-IPU,11,1987-06-01,1412,,10,20.1,195.27,PRE,08-DEC-88,7152mult.sim,1.0
4439-IPU,11,1987-06-01,1413,,5,20.6,181.77,PRE,08-DEC-88,7152mult.sim,0.0
4609-IPU,17,1987-06-01,1459,,10,20.4,243.54,PRE,08-DEC-88,7152mult.sim,1.0
4609-IPU,17,1987-06-01,1500,,5,20.8,271.23,PRE,08-DEC-88,7152mult.sim,0.0
8639-IPU,21,1987-06-01,1434,,10,20.2,332.66,PRE,08-DEC-88,7152mult.sim,1.0
8639-IPU,21,1987-06-01,1435,,5,20.4,204.7,PRE,08-DEC-88,7152mult.sim,0.0
2731-IPU,1,1987-06-03,1422,,10,16.8,178.83,PRE,08-DEC-88,7154mult.sim,1.0
2731-IPU,1,1987-06-03,1423,,5,16.3,189.05,PRE,08-DEC-88,7154mult.sim,0.0
2840-IPU,883,1987-06-03,1600,2015.0,3,,289.97,PRE,19-SEP-89,7154mult.sim,
2840-IPU,883,1987-06-03,1610,1965.0,3,,498.11,PRE,19-SEP-89,7154mult.sim,
2840-IPU,883,1987-06-03,1615,1915.0,3,,417.0,PRE,19-SEP-89,7154mult.sim,
2840-IPU,883,1987-06-03,1620,1865.0,3,,556.59,PRE,19-SEP-89,7154mult.sim,
2840-IPU,883,1987-06-03,1625,1815.0,3,,664.94,PRE,19-SEP-89,7154mult.sim,
2840-IPU,883,1987-06-03,1634,1765.0,3,,282.9,PRE,19-SEP-89,7154mult.sim,
2840-IPU,883,1987-06-03,1636,1715.0,3,,211.54,PRE,19-SEP-89,7154mult.sim,
2840-IPU,883,1987-06-03,1644,1665.0,3,,615.72,PRE,19-SEP-89,7154mult.sim,
2840-IPU,883,1987-06-03,1648,1615.0,3,,291.17,PRE,19-SEP-89,7154mult.sim,
2840-IPU,883,1987-06-03,1652,1580.0,3,,197.24,PRE,19-SEP-89,7154mult.sim,
2840-IPU,883,1987-06-03,1656,1552.0,3,,371.96,PRE,19-SEP-89,7154mult.sim,
2840-IPU,883,1987-06-03,1700,1517.0,3,,167.5,PRE,19-SEP-89,7154mult.sim,
2840-IPU,883,1987-06-03,1704,1467.0,3,,316.51,PRE,19-SEP-89,7154mult.sim,
2840-IPU,883,1987-06-03,1708,1417.0,3,,191.99,PRE,19-SEP-89,7154mult.sim,
2840-IPU,883,1987-06-03,1713,1367.0,3,,230.28,PRE,19-SEP-89,7154mult.sim,
2940-IPU,884,1987-06-03,1718,1395.0,3,,280.93,PRE,19-SEP-89,7154mult.sim,
2940-IPU,884,1987-06-03,1723,1445.0,3,,353.18,PRE,19-SEP-89,7154mult.sim,
2940-IPU,884,1987-06-03,1728,1495.0,3,,373.25,PRE,19-SEP-89,7154mult.sim,
2940-IPU,884,1987-06-03,1732,1545.0,3,,263.7,PRE,19-SEP-89,7154mult.sim,
2940-IPU,884,1987-06-03,1739,1595.0,3,,274.45,PRE,19-SEP-89,7154mult.sim,
2940-IPU,884,1987-06-03,1743,1645.0,3,,231.81,PRE,19-SEP-89,7154mult.sim,
2940-IPU,884,1987-06-03,1747,1695.0,3,,221.6,PRE,19-SEP-89,7154mult.sim,
2940-IPU,884,1987-06-03,1751,1730.0,3,,283.32,PRE,19-SEP-89,7154mult.sim,
2940-IPU,884,1987-06-03,1755,1780.0,3,,472.67,PRE,19-SEP-89,7154mult.sim,
2940-IPU,884,1987-06-03,1759,1830.0,3,,508.12,PRE,19-SEP-89,7154mult.sim,
2940-IPU,884,1987-06-03,1807,1930.0,3,,257.43,PRE,19-SEP-89,7154mult.sim,
2940-IPU,884,1987-06-03,1812,1980.0,3,,308.94,PRE,19-SEP-89,7154mult.sim,
2940-IPU,884,1987-06-03,1815,2030.0,3,,279.16,PRE,19-SEP-89,7154mult.sim,
2940-IPU,884,1987-06-03,1819,2072.0,3,,499.52,PRE,19-SEP-89,7154mult.sim,
2940-IPU,884,1987-06-03,1823,2114.0,3,,305.85,PRE,19-SEP-89,7154mult.sim,
3040-IPU,885,1987-06-03,1829,2203.0,3,,439.5,PRE,19-SEP-89,7154mult.sim,
3040-IPU,885,1987-06-03,1833,2103.0,3,,311.22,PRE,19-SEP-89,7154mult.sim,
3040-IPU,885,1987-06-03,1837,2153.0,3,,262.36,PRE,19-SEP-89,7154mult.sim,
4268-IPU,32,1987-06-03,1235,,10,17.4,172.88,PRE,08-DEC-88,7154mult.sim,1.0
4268-IPU,32,1987-06-03,1239,,5,16.1,331.12,PRE,08-DEC-88,7154mult.sim,0.0
4268-IPU,32,1987-06-03,1326,,5,16.1,229.91,PRE,08-DEC-88,7154mult.sim,0.0
4268-IPU,32,1987-06-03,2328,,10,23.3,175.21,PRE,08-DEC-88,7154mult.sim,1.0
4268-IPU,32,1987-06-03,2331,,5,24.2,214.3,PRE,08-DEC-88,7154mult.sim,0.0
4439-IPU,11,1987-06-03,1301,,10,17.5,196.92,PRE,08-DEC-88,7154mult.sim,1.0
4439-IPU,11,1987-06-03,1302,,5,16.2,197.09,PRE,08-DEC-88,7154mult.sim,0.0
4439-IPU,11,1987-06-03,2355,,10,22.4,219.64,PRE,08-DEC-88,7154mult.sim,1.0
4439-IPU,11,1987-06-03,2356,,5,23.0,209.46,PRE,08-DEC-88,7154mult.sim,0.0
4609-IPU,17,1987-06-03,1350,,10,16.9,242.83,PRE,08-DEC-88,7154mult.sim,1.0
4609-IPU,17,1987-06-03,1352,,5,16.4,289.15,PRE,08-DEC-88,7154mult.sim,0.0
8639-IPU,21,1987-06-03,1326,,10,17.6,293.94,PRE,08-DEC-88,7154mult.sim,1.0
2731-IPU,1,1987-06-04,118,,10,22.0,179.81,PRE,08-DEC-88,7155mult.sim,1.0
2731-IPU,1,1987-06-04,120,,5,22.2,196.1,PRE,08-DEC-88,7155mult.sim,0.0
2731-IPU,1,1987-06-04,1419,,10,17.2,182.12,PRE,08-DEC-88,7155mult.sim,1.0
2731-IPU,1,1987-06-04,1421,,5,16.8,201.92,PRE,08-DEC-88,7155mult.sim,0.0
2731-IPU,1,1987-06-04,2110,,10,26.9,177.39,PRE,08-DEC-88,7155mult.sim,1.0
2731-IPU,1,1987-06-04,2111,,5,30.0,196.65,PRE,08-DEC-88,7155mult.sim,0.0
2840-IPU,883,1987-06-04,1648,2015.0,3,,385.81,PRE,19-SEP-89,7155mult.sim,
2840-IPU,883,1987-06-04,1656,1965.0,3,,643.69,PRE,19-SEP-89,7155mult.sim,
2840-IPU,883,1987-06-04,1702,1915.0,3,,316.6,PRE,19-SEP-89,7155mult.sim,
2840-IPU,883,1987-06-04,1709,1865.0,3,,270.45,PRE,19-SEP-89,7155mult.sim,
2840-IPU,883,1987-06-04,1715,1815.0,3,,497.49,PRE,19-SEP-89,7155mult.sim,
